acct_id,cardholder,state,txn_index,timestamp,merchant_cat,merchant,txn_amount
ACCT-0309DF81,Jillian Garrison,UT,2,2025-01-01 09:57:07,other,DHL,40.79
ACCT-0309DF81,Jillian Garrison,UT,3,2025-01-01 10:56:25,grocery,Safeway,82.13
ACCT-0309DF81,Jillian Garrison,UT,4,2025-01-01 15:39:26,retail,Target,87.41
ACCT-0309DF81,Jillian Garrison,UT,5,2025-01-01 16:50:12,travel,Delta Air Lines,497.89
ACCT-0309DF81,Jillian Garrison,UT,6,2025-01-01 21:18:30,entertainment,AMC Theatres,86.04
ACCT-0309DF81,Jillian Garrison,UT,7,2025-01-02 10:10:21,ATM,Wells Fargo ATM,220.0
ACCT-0309DF81,Jillian Garrison,UT,8,2025-01-03 12:58:12,grocery,Walmart,71.26
ACCT-0309DF81,Jillian Garrison,UT,9,2025-01-03 15:25:19,healthcare,Walgreens,12.51
ACCT-0309DF81,Jillian Garrison,UT,10,2025-01-03 17:15:41,dining,Starbucks,151.17
ACCT-0309DF81,Jillian Garrison,UT,11,2025-01-04 00:00:17,subscription,Spotify,4.99
ACCT-0309DF81,Jillian Garrison,UT,12,2025-01-04 10:27:01,wire_transfer,Western Union,1721.55
ACCT-0309DF81,Jillian Garrison,UT,13,2025-01-04 17:16:34,entertainment,AMC Theatres,49.72
ACCT-0309DF81,Jillian Garrison,UT,14,2025-01-05 05:57:13,subscription,Netflix,24.99
ACCT-0309DF81,Jillian Garrison,UT,15,2025-01-05 09:23:08,grocery,Walmart,32.99
ACCT-0309DF81,Jillian Garrison,UT,16,2025-01-06 10:42:53,ATM,Chase Bank ATM,480.0
ACCT-0309DF81,Jillian Garrison,UT,17,2025-01-06 13:58:09,healthcare,Walgreens,17.43
ACCT-0309DF81,Jillian Garrison,UT,18,2025-01-06 17:06:48,grocery,Kroger,166.39
ACCT-0309DF81,Jillian Garrison,UT,19,2025-01-07 11:56:41,dining,Taco Bell,78.85
ACCT-0309DF81,Jillian Garrison,UT,20,2025-01-07 15:08:39,grocery,Walmart,101.54
ACCT-0309DF81,Jillian Garrison,UT,21,2025-01-07 18:43:41,ATM,Bank of America ATM,60.0
ACCT-0309DF81,Jillian Garrison,UT,22,2025-01-08 07:00:50,grocery,Walmart,175.35
ACCT-0309DF81,Jillian Garrison,UT,23,2025-01-08 08:39:34,utilities,Comcast Xfinity,125.85
ACCT-0309DF81,Jillian Garrison,UT,24,2025-01-08 09:22:30,ATM,Bank of America ATM,240.0
ACCT-0309DF81,Jillian Garrison,UT,25,2025-01-08 12:32:47,e-commerce,Zappos,160.65
ACCT-0309DF81,Jillian Garrison,UT,26,2025-01-09 05:59:05,subscription,Netflix,49.99
ACCT-0309DF81,Jillian Garrison,UT,27,2025-01-09 09:22:03,gas,Circle K,69.53
ACCT-0309DF81,Jillian Garrison,UT,28,2025-01-09 18:39:54,grocery,Walmart,47.7
ACCT-0309DF81,Jillian Garrison,UT,29,2025-01-11 10:50:25,e-commerce,Amazon,57.78
ACCT-0309DF81,Jillian Garrison,UT,30,2025-01-12 00:00:08,subscription,Netflix,7.99
ACCT-0309DF81,Jillian Garrison,UT,31,2025-01-12 08:34:06,utilities,AT&T,184.91
ACCT-0309DF81,Jillian Garrison,UT,32,2025-01-12 10:24:49,e-commerce,Amazon,85.86
ACCT-0309DF81,Jillian Garrison,UT,33,2025-01-13 08:32:59,automotive,Midas,539.27
ACCT-0309DF81,Jillian Garrison,UT,34,2025-01-13 12:02:31,dining,McDonald's,48.1
ACCT-0309DF81,Jillian Garrison,UT,35,2025-01-13 17:03:16,grocery,Walmart,68.37
ACCT-0309DF81,Jillian Garrison,UT,36,2025-01-14 11:15:55,retail,Target,155.18
ACCT-0309DF81,Jillian Garrison,UT,37,2025-01-14 21:38:42,dining,Starbucks,35.9
ACCT-0309DF81,Jillian Garrison,UT,38,2025-01-14 21:52:01,entertainment,AMC Theatres,75.44
ACCT-0309DF81,Jillian Garrison,UT,39,2025-01-15 10:49:18,automotive,Midas,238.38
ACCT-0309DF81,Jillian Garrison,UT,40,2025-01-15 11:16:36,grocery,Walmart,96.85
ACCT-0309DF81,Jillian Garrison,UT,41,2025-01-15 13:32:39,dining,Canyon Creek Café,28.51
ACCT-0309DF81,Jillian Garrison,UT,42,2025-01-15 17:08:43,retail,Target,48.32
ACCT-0309DF81,Jillian Garrison,UT,43,2025-01-15 19:39:04,ATM,U.S. Bank ATM,240.0
ACCT-0309DF81,Jillian Garrison,UT,44,2025-01-15 21:09:52,gas,Circle K,81.03
ACCT-0309DF81,Jillian Garrison,UT,45,2025-01-16 03:25:31,subscription,Netflix,12.99
ACCT-0309DF81,Jillian Garrison,UT,46,2025-01-16 12:42:59,retail,Target,30.85
ACCT-0309DF81,Jillian Garrison,UT,47,2025-01-17 09:56:25,grocery,Walmart,53.72
ACCT-0309DF81,Jillian Garrison,UT,48,2025-01-17 18:44:48,retail,Target,36.32
ACCT-0309DF81,Jillian Garrison,UT,49,2025-01-17 19:10:46,entertainment,AMC Theatres,71.16
ACCT-0309DF81,Jillian Garrison,UT,50,2025-01-19 07:00:38,healthcare,CVS Pharmacy,22.2
ACCT-0309DF81,Jillian Garrison,UT,51,2025-01-20 07:00:31,utilities,Spectrum,118.84
ACCT-0309DF81,Jillian Garrison,UT,52,2025-01-20 08:11:03,wire_transfer,PayPal,5859.32
ACCT-0309DF81,Jillian Garrison,UT,53,2025-01-20 18:09:17,dining,Starbucks,120.62
ACCT-0309DF81,Jillian Garrison,UT,54,2025-01-21 12:32:39,healthcare,Walgreens,26.3
ACCT-0309DF81,Jillian Garrison,UT,55,2025-01-21 16:27:36,retail,Target,70.71
ACCT-0309DF81,Jillian Garrison,UT,56,2025-01-21 17:19:25,retail,Walmart,149.64
ACCT-0309DF81,Jillian Garrison,UT,57,2025-01-21 18:23:15,dining,McDonald's,41.77
ACCT-0309DF81,Jillian Garrison,UT,58,2025-01-21 19:10:12,entertainment,AMC Theatres,43.51
ACCT-0309DF81,Jillian Garrison,UT,59,2025-01-21 21:42:57,entertainment,AMC Theatres,59.43
ACCT-0309DF81,Jillian Garrison,UT,60,2025-01-23 08:56:43,healthcare,Walgreens,42.4
ACCT-0309DF81,Jillian Garrison,UT,61,2025-01-24 00:00:01,subscription,Netflix,39.99
ACCT-0309DF81,Jillian Garrison,UT,62,2025-01-24 09:59:44,wire_transfer,PayPal,2609.19
ACCT-0309DF81,Jillian Garrison,UT,63,2025-01-24 14:40:44,other,UPS,32.82
ACCT-0309DF81,Jillian Garrison,UT,64,2025-01-24 15:11:05,e-commerce,Amazon,146.33
ACCT-0309DF81,Jillian Garrison,UT,65,2025-01-24 16:45:59,automotive,Firestone Complete Auto Care,108.19
ACCT-0309DF81,Jillian Garrison,UT,66,2025-01-25 08:50:01,utilities,Duke Energy,281.98
ACCT-0309DF81,Jillian Garrison,UT,67,2025-01-25 08:53:33,grocery,Safeway,129.37
ACCT-0309DF81,Jillian Garrison,UT,68,2025-01-25 20:32:01,dining,Chipotle Mexican Grill,31.02
ACCT-0309DF81,Jillian Garrison,UT,69,2025-01-25 20:40:57,dining,Starbucks,96.42
ACCT-0309DF81,Jillian Garrison,UT,70,2025-01-26 16:07:58,retail,Walmart,28.62
ACCT-0309DF81,Jillian Garrison,UT,71,2025-01-27 07:32:32,utilities,AT&T,149.19
ACCT-0309DF81,Jillian Garrison,UT,72,2025-01-27 11:34:59,dining,Starbucks,63.43
ACCT-0309DF81,Jillian Garrison,UT,73,2025-01-27 11:46:02,dining,Starbucks,66.25
ACCT-0309DF81,Jillian Garrison,UT,74,2025-01-27 12:24:04,dining,Taco Bell,96.49
ACCT-0309DF81,Jillian Garrison,UT,75,2025-01-27 12:40:36,ATM,Wells Fargo ATM,180.0
ACCT-0309DF81,Jillian Garrison,UT,76,2025-01-27 14:19:17,retail,Target,95.97
ACCT-0309DF81,Jillian Garrison,UT,77,2025-01-27 17:54:55,dining,Starbucks,17.91
ACCT-0309DF81,Jillian Garrison,UT,78,2025-01-28 07:50:43,ATM,Wells Fargo ATM,240.0
ACCT-0309DF81,Jillian Garrison,UT,79,2025-01-28 08:47:47,travel,Delta Air Lines,612.84
ACCT-0309DF81,Jillian Garrison,UT,80,2025-01-28 14:34:09,retail,Target,137.51
ACCT-0309DF81,Jillian Garrison,UT,81,2025-01-29 11:46:55,healthcare,Walgreens,17.18
ACCT-0309DF81,Jillian Garrison,UT,82,2025-01-29 19:08:16,dining,Taco Bell,63.73
ACCT-0309DF81,Jillian Garrison,UT,83,2025-01-30 16:55:35,retail,Walmart,47.97
ACCT-0309DF81,Jillian Garrison,UT,84,2025-01-31 11:01:40,other,7-Eleven,44.57
ACCT-0309DF81,Jillian Garrison,UT,85,2025-01-31 12:25:05,ATM,Wells Fargo ATM,140.0
ACCT-0309DF81,Jillian Garrison,UT,86,2025-01-31 15:08:16,grocery,Whole Foods Market,64.8
ACCT-0309DF81,Jillian Garrison,UT,87,2025-01-31 21:13:47,dining,Starbucks,67.66
ACCT-0309DF81,Jillian Garrison,UT,88,,,,
ACCT-0309DF81,Jillian Garrison,UT,89,,,,
ACCT-0309DF81,Jillian Garrison,UT,90,,,,
ACCT-0309DF81,Jillian Garrison,UT,91,,,,
ACCT-0309DF81,Jillian Garrison,UT,92,,,,
ACCT-0309DF81,Jillian Garrison,UT,93,,,,
ACCT-0309DF81,Jillian Garrison,UT,94,,,,
ACCT-137DA4CC,Taylor Cruz,TX,1,2025-01-01 16:54:03,entertainment,Dave & Buster's,50.56
ACCT-137DA4CC,Taylor Cruz,TX,2,2025-01-01 17:01:43,grocery,H-E-B,37.53
ACCT-137DA4CC,Taylor Cruz,TX,3,2025-01-02 07:00:24,healthcare,Walgreens,37.92
ACCT-137DA4CC,Taylor Cruz,TX,4,2025-01-02 12:04:57,dining,Taco Bell,48.66
ACCT-137DA4CC,Taylor Cruz,TX,5,2025-01-02 14:20:06,grocery,Walmart,60.33
ACCT-137DA4CC,Taylor Cruz,TX,6,2025-01-02 15:21:28,gas,Circle K,57.07
ACCT-137DA4CC,Taylor Cruz,TX,7,2025-01-03 05:01:24,gas,QuikTrip,26.45
ACCT-137DA4CC,Taylor Cruz,TX,8,2025-01-03 20:20:44,dining,McDonald's,22.91
ACCT-137DA4CC,Taylor Cruz,TX,9,2025-01-03 20:40:31,other,7-Eleven,30.07
ACCT-137DA4CC,Taylor Cruz,TX,10,2025-01-04 05:51:48,subscription,Netflix,9.99
ACCT-137DA4CC,Taylor Cruz,TX,11,2025-01-04 07:14:51,healthcare,CVS Pharmacy,14.13
ACCT-137DA4CC,Taylor Cruz,TX,12,2025-01-04 08:42:07,ATM,Chase Bank ATM,180.0
ACCT-137DA4CC,Taylor Cruz,TX,13,2025-01-04 11:55:09,dining,Taco Bell,38.71
ACCT-137DA4CC,Taylor Cruz,TX,14,2025-01-04 16:13:37,e-commerce,Amazon,45.33
ACCT-137DA4CC,Taylor Cruz,TX,15,2025-01-04 20:38:56,dining,McDonald's,24.82
ACCT-137DA4CC,Taylor Cruz,TX,16,2025-01-04 20:52:56,e-commerce,Amazon,212.71
ACCT-137DA4CC,Taylor Cruz,TX,17,2025-01-05 05:00:14,travel,Southwest Airlines,767.87
ACCT-137DA4CC,Taylor Cruz,TX,18,2025-01-05 11:54:24,dining,McDonald's,22.62
ACCT-137DA4CC,Taylor Cruz,TX,19,2025-01-06 07:00:05,utilities,AT&T,105.61
ACCT-137DA4CC,Taylor Cruz,TX,20,2025-01-07 09:35:35,grocery,H-E-B,40.54
ACCT-137DA4CC,Taylor Cruz,TX,21,2025-01-07 13:30:40,retail,Best Buy,27.46
ACCT-137DA4CC,Taylor Cruz,TX,22,2025-01-08 14:22:43,grocery,H-E-B,52.62
ACCT-137DA4CC,Taylor Cruz,TX,23,2025-01-09 07:00:58,utilities,Duke Energy,74.85
ACCT-137DA4CC,Taylor Cruz,TX,24,2025-01-09 09:15:41,retail,Target,42.02
ACCT-137DA4CC,Taylor Cruz,TX,25,2025-01-09 14:31:23,grocery,Walmart,72.99
ACCT-137DA4CC,Taylor Cruz,TX,26,2025-01-09 14:33:32,retail,Target,39.46
ACCT-137DA4CC,Taylor Cruz,TX,27,2025-01-10 06:33:07,gas,Shell,46.98
ACCT-137DA4CC,Taylor Cruz,TX,28,2025-01-10 10:29:13,other,FedEx,16.89
ACCT-137DA4CC,Taylor Cruz,TX,29,2025-01-10 21:45:40,subscription,Netflix,9.99
ACCT-137DA4CC,Taylor Cruz,TX,30,2025-01-11 08:14:21,e-commerce,Amazon,43.03
ACCT-137DA4CC,Taylor Cruz,TX,31,2025-01-11 11:41:30,grocery,H-E-B,39.5
ACCT-137DA4CC,Taylor Cruz,TX,32,2025-01-11 17:00:48,gas,Shell,74.82
ACCT-137DA4CC,Taylor Cruz,TX,33,2025-01-11 19:18:55,dining,McDonald's,18.44
ACCT-137DA4CC,Taylor Cruz,TX,34,2025-01-11 21:06:31,entertainment,Bowlero Austin,31.95
ACCT-137DA4CC,Taylor Cruz,TX,35,2025-01-12 10:50:54,grocery,H-E-B,74.6
ACCT-137DA4CC,Taylor Cruz,TX,36,2025-01-13 07:58:11,grocery,H-E-B,27.59
ACCT-137DA4CC,Taylor Cruz,TX,37,2025-01-13 08:06:18,utilities,Comcast Xfinity,133.65
ACCT-137DA4CC,Taylor Cruz,TX,38,2025-01-13 09:47:23,healthcare,Walgreens,278.75
ACCT-137DA4CC,Taylor Cruz,TX,39,2025-01-13 17:23:06,other,UPS,54.88
ACCT-137DA4CC,Taylor Cruz,TX,40,2025-01-13 22:02:47,entertainment,Six Flags,41.99
ACCT-137DA4CC,Taylor Cruz,TX,41,2025-01-14 00:00:43,subscription,Netflix,14.99
ACCT-137DA4CC,Taylor Cruz,TX,42,2025-01-14 06:39:46,gas,Shell,61.17
ACCT-137DA4CC,Taylor Cruz,TX,43,2025-01-14 13:23:09,ATM,Truist ATM,140.0
ACCT-137DA4CC,Taylor Cruz,TX,44,2025-01-14 15:48:17,entertainment,AMC Theatres,29.04
ACCT-137DA4CC,Taylor Cruz,TX,45,2025-01-14 17:59:28,retail,Target,33.1
ACCT-137DA4CC,Taylor Cruz,TX,46,2025-01-14 18:17:36,entertainment,Six Flags,135.56
ACCT-137DA4CC,Taylor Cruz,TX,47,2025-01-14 20:09:12,dining,Taco Bell,21.87
ACCT-137DA4CC,Taylor Cruz,TX,48,2025-01-15 00:00:50,subscription,Spotify,39.99
ACCT-137DA4CC,Taylor Cruz,TX,49,2025-01-15 12:36:44,healthcare,Walgreens,10.0
ACCT-137DA4CC,Taylor Cruz,TX,50,2025-01-15 22:47:09,entertainment,Six Flags,12.5
ACCT-137DA4CC,Taylor Cruz,TX,51,2025-01-16 12:55:17,dining,Taco Bell,24.12
ACCT-137DA4CC,Taylor Cruz,TX,52,2025-01-16 17:20:17,retail,Target,52.74
ACCT-137DA4CC,Taylor Cruz,TX,53,2025-01-18 12:00:48,retail,Target,22.77
ACCT-137DA4CC,Taylor Cruz,TX,54,2025-01-18 16:12:47,ATM,Allpoint ATM,140.0
ACCT-137DA4CC,Taylor Cruz,TX,55,2025-01-18 18:56:12,retail,Target,61.25
ACCT-137DA4CC,Taylor Cruz,TX,56,2025-01-19 17:11:47,e-commerce,Amazon,68.07
ACCT-137DA4CC,Taylor Cruz,TX,57,2025-01-19 17:26:36,grocery,H-E-B,80.9
ACCT-137DA4CC,Taylor Cruz,TX,58,2025-01-19 20:07:05,dining,Chipotle Mexican Grill,71.02
ACCT-137DA4CC,Taylor Cruz,TX,59,2025-01-20 00:00:04,subscription,Disney+,19.99
ACCT-137DA4CC,Taylor Cruz,TX,60,2025-01-21 08:50:19,automotive,Jiffy Lube,27.84
ACCT-137DA4CC,Taylor Cruz,TX,61,2025-01-21 12:06:38,travel,Marriott,232.39
ACCT-137DA4CC,Taylor Cruz,TX,62,2025-01-22 01:36:35,subscription,Netflix,9.99
ACCT-137DA4CC,Taylor Cruz,TX,63,2025-01-22 10:27:41,utilities,AT&T,132.17
ACCT-137DA4CC,Taylor Cruz,TX,64,2025-01-22 12:48:31,grocery,H-E-B,73.57
ACCT-137DA4CC,Taylor Cruz,TX,65,2025-01-23 19:53:11,dining,McDonald's,33.68
ACCT-137DA4CC,Taylor Cruz,TX,66,2025-01-23 22:35:09,entertainment,Topgolf,42.45
ACCT-137DA4CC,Taylor Cruz,TX,67,2025-01-24 06:48:03,gas,Speedway,41.33
ACCT-137DA4CC,Taylor Cruz,TX,68,2025-01-24 12:46:48,dining,Chick-fil-A,31.96
ACCT-137DA4CC,Taylor Cruz,TX,69,2025-01-25 09:51:44,wire_transfer,Western Union,2065.42
ACCT-137DA4CC,Taylor Cruz,TX,70,2025-01-25 15:11:56,grocery,H-E-B,33.25
ACCT-137DA4CC,Taylor Cruz,TX,71,2025-01-26 13:37:16,subscription,Netflix,24.99
ACCT-137DA4CC,Taylor Cruz,TX,72,2025-01-26 19:03:21,gas,Shell,57.68
ACCT-137DA4CC,Taylor Cruz,TX,73,2025-01-27 16:22:39,grocery,H-E-B,55.32
ACCT-137DA4CC,Taylor Cruz,TX,74,2025-01-28 03:05:31,subscription,Netflix,39.99
ACCT-137DA4CC,Taylor Cruz,TX,75,2025-01-28 08:59:27,healthcare,CVS Pharmacy,16.04
ACCT-137DA4CC,Taylor Cruz,TX,76,2025-01-28 13:22:43,retail,Target,25.36
ACCT-137DA4CC,Taylor Cruz,TX,77,2025-01-29 14:46:54,healthcare,CVS Pharmacy,26.68
ACCT-137DA4CC,Taylor Cruz,TX,78,2025-01-30 07:41:27,automotive,Midas,123.63
ACCT-137DA4CC,Taylor Cruz,TX,79,2025-01-31 11:30:02,healthcare,CVS Pharmacy,26.41
ACCT-137DA4CC,Taylor Cruz,TX,80,2025-01-31 12:25:03,dining,McDonald's,18.97
ACCT-137DA4CC,Taylor Cruz,TX,81,2025-01-31 18:58:14,gas,Speedway,46.62
ACCT-137DA4CC,Taylor Cruz,TX,82,2025-01-31 22:00:19,other,FedEx,27.64
ACCT-137DA4CC,Taylor Cruz,TX,83,,,,
ACCT-137DA4CC,Taylor Cruz,TX,84,,,,
ACCT-137DA4CC,Taylor Cruz,TX,85,,,,
ACCT-137DA4CC,Taylor Cruz,TX,86,,,,
ACCT-137DA4CC,Taylor Cruz,TX,87,,,,
ACCT-137DA4CC,Taylor Cruz,TX,88,,,,
ACCT-137DA4CC,Taylor Cruz,TX,89,,,,
ACCT-137DA4CC,Taylor Cruz,TX,90,,,,
ACCT-137DA4CC,Taylor Cruz,TX,91,,,,
ACCT-137DA4CC,Taylor Cruz,TX,92,,,,
ACCT-137DA4CC,Taylor Cruz,TX,93,,,,
ACCT-137DA4CC,Taylor Cruz,TX,94,,,,
